Time,Campaign ID,Age group,Channel Name,Spending,Number of Views,Number of Leads
Aug-21,Aug2021_3,65 and above,TikTok ads,0.53,195,685
Aug-21,Aug2021_3,65 and above,Google banner ads,0.43,332,108
Aug-21,Aug2021_3,65 and above,Facebook ads,0.5,286,902
Aug-21,Aug2021_3,45-54,Newspaper ads,0.35,177,288
Aug-21,Aug2021_3,45-54,Email,0.31,146,36
Aug-21,Aug2021_3,45-54,Influencer,0.57,399,721
Aug-21,Aug2021_3,45-54,TikTok ads,0.65,368,433
Aug-21,Aug2021_3,45-54,Google banner ads,0.52,367,1046
Aug-21,Aug2021_3,45-54,Facebook ads,0.61,351,1154
Aug-21,Aug2021_3,18-24,Newspaper ads,0.48,160,433
Aug-21,Aug2021_3,18-24,Email,0.41,240,252
Aug-21,Aug2021_3,18-24,Influencer,0.77,267,324
Aug-21,Aug2021_3,18-24,TikTok ads,0.89,661,1912
Aug-21,Aug2021_3,18-24,Google banner ads,0.71,446,288
Aug-21,Aug2021_3,18-24,Facebook ads,0.83,661,866
Aug-22,Aug2022_1,25-34,Radio ads,0.15,70,491
Aug-22,Aug2022_1,25-34,Google banner ads,0.2,82,491
Aug-22,Aug2022_1,25-34,Newspaper ads,0.14,79,491
Aug-22,Aug2022_1,25-34,Facebook ads,0.24,80,327
Aug-22,Aug2022_1,25-34,TikTok ads,0.25,189,2948
Aug-22,Aug2022_1,25-34,LinkedIn,0.19,69,655
Aug-22,Aug2022_1,25-34,Email,0.12,96,491
Aug-22,Aug2022_1,25-34,Instagram Ads,0.22,168,2457
Aug-22,Aug2022_1,25-34,Influencer,0.22,101,163
Aug-22,Aug2022_1,55-64,Radio ads,0.11,88,491
Aug-22,Aug2022_1,55-64,Google banner ads,0.15,43,327
Aug-22,Aug2022_1,55-64,Newspaper ads,0.1,34,491
Aug-22,Aug2022_1,55-64,Facebook ads,0.17,63,327
Aug-22,Aug2022_1,55-64,TikTok ads,0.18,135,1801
Aug-22,Aug2022_1,55-64,LinkedIn,0.13,107,819
Aug-22,Aug2022_1,55-64,Email,0.09,72,655
Aug-22,Aug2022_1,55-64,Instagram Ads,0.16,117,655
Aug-22,Aug2022_1,55-64,Influencer,0.16,130,1474
Aug-22,Aug2022_1,18-24,Radio ads,0.16,54,163
Aug-22,Aug2022_1,18-24,Google banner ads,0.22,174,2293
Aug-22,Aug2022_1,18-24,Newspaper ads,0.15,69,491
Aug-22,Aug2022_1,18-24,Facebook ads,0.25,198,491
Aug-22,Aug2022_1,18-24,TikTok ads,0.27,100,1146
Aug-22,Aug2022_1,18-24,LinkedIn,0.2,67,327
Aug-22,Aug2022_1,18-24,Email,0.13,55,655
Aug-22,Aug2022_1,18-24,Instagram Ads,0.24,68,163
Aug-22,Aug2022_1,18-24,Influencer,0.24,81,491
Aug-22,Aug2022_1,35-44,Radio ads,0.14,59,163
Aug-22,Aug2022_1,35-44,Google banner ads,0.19,94,327
Aug-22,Aug2022_1,35-44,Newspaper ads,0.13,43,327
Aug-22,Aug2022_1,35-44,Facebook ads,0.22,184,1801
Aug-22,Aug2022_1,35-44,TikTok ads,0.24,170,2620
Aug-22,Aug2022_1,35-44,LinkedIn,0.17,65,491
Aug-22,Aug2022_1,35-44,Email,0.11,68,327
Aug-22,Aug2022_1,35-44,Instagram Ads,0.21,131,1310
Aug-22,Aug2022_1,35-44,Influencer,0.21,158,2129
Aug-22,Aug2022_1,45-54,Radio ads,0.12,44,163
Aug-22,Aug2022_1,45-54,Google banner ads,0.16,66,327
Aug-22,Aug2022_1,45-54,Newspaper ads,0.11,65,327
Aug-22,Aug2022_1,45-54,Facebook ads,0.19,156,491
Aug-22,Aug2022_1,45-54,TikTok ads,0.2,85,1146
Aug-22,Aug2022_1,45-54,LinkedIn,0.15,91,819
Aug-22,Aug2022_1,45-54,Email,0.09,58,163
Aug-22,Aug2022_1,45-54,Instagram Ads,0.17,125,982
Aug-22,Aug2022_1,45-54,Influencer,0.17,54,163
Aug-22,Aug2022_1,65 and above,Radio ads,0.1,74,491
Aug-22,Aug2022_1,65 and above,Google banner ads,0.13,95,982
Aug-22,Aug2022_1,65 and above,Newspaper ads,0.09,40,0
Aug-22,Aug2022_1,65 and above,Facebook ads,0.15,114,1146
Aug-22,Aug2022_1,65 and above,TikTok ads,0.16,75,655
Aug-22,Aug2022_1,65 and above,LinkedIn,0.12,76,0
Aug-22,Aug2022_1,65 and above,Email,0.08,51,491
Aug-22,Aug2022_1,65 and above,Instagram Ads,0.14,47,491
Aug-22,Aug2022_1,65 and above,Influencer,0.14,108,491
Aug-22,Aug2022_2,45-54,Radio ads,0.1,76,819
Aug-22,Aug2022_2,45-54,Facebook ads,0.15,69,491
Aug-22,Aug2022_2,45-54,Influencer,0.14,51,163
Aug-22,Aug2022_2,45-54,Newspaper ads,0.09,39,0
Aug-22,Aug2022_2,45-54,LinkedIn,0.12,94,163
Aug-22,Aug2022_2,45-54,TikTok ads,0.16,111,982
Aug-22,Aug2022_2,65 and above,Radio ads,0.08,61,655
Aug-22,Aug2022_2,65 and above,Facebook ads,0.12,89,655
Aug-22,Aug2022_2,65 and above,Influencer,0.12,88,163
Aug-22,Aug2022_2,65 and above,Newspaper ads,0.07,38,491
Aug-22,Aug2022_2,65 and above,LinkedIn,0.1,81,163
Aug-22,Aug2022_2,65 and above,TikTok ads,0.13,81,491
Aug-22,Aug2022_3,45-54,Newspaper ads,0.02,9,0
Aug-22,Aug2022_3,45-54,Influencer,0.04,31,0
Aug-22,Aug2022_3,45-54,TV ads,0.03,18,163
Aug-22,Aug2022_3,45-54,Facebook ads,0.04,30,327
Aug-22,Aug2022_3,45-54,Instagram Ads,0.04,20,163
Aug-22,Aug2022_3,45-54,Sponsored search ads,0.03,26,327
Aug-22,Aug2022_3,45-54,Email,0.02,12,0
Aug-22,Aug2022_3,45-54,Radio ads,0.03,18,163
Aug-22,Aug2022_3,45-54,Google banner ads,0.04,20,0
Aug-22,Aug2022_3,45-54,LinkedIn,0.03,16,163
Aug-22,Aug2022_3,45-54,TikTok ads,0.05,28,327
Aug-22,Aug2022_3,65 and above,Newspaper ads,0.02,11,0
Aug-22,Aug2022_3,65 and above,Influencer,0.03,11,0
Aug-22,Aug2022_3,65 and above,TV ads,0.02,9,0
Aug-22,Aug2022_3,65 and above,Facebook ads,0.03,13,0
Aug-22,Aug2022_3,65 and above,Instagram Ads,0.03,9,0
Aug-22,Aug2022_3,65 and above,Sponsored search ads,0.03,11,0
Aug-22,Aug2022_3,65 and above,Email,0.02,9,0
Aug-22,Aug2022_3,65 and above,Radio ads,0.02,11,0
Aug-22,Aug2022_3,65 and above,Google banner ads,0.03,19,0
Aug-22,Aug2022_3,65 and above,LinkedIn,0.03,22,0
Aug-22,Aug2022_3,65 and above,TikTok ads,0.04,29,0
Aug-22,Aug2022_3,35-44,Newspaper ads,0.03,17,0
Aug-22,Aug2022_3,35-44,Influencer,0.05,28,163
Aug-22,Aug2022_3,35-44,TV ads,0.03,10,0
Aug-22,Aug2022_3,35-44,Facebook ads,0.05,14,163
Aug-22,Aug2022_3,35-44,Instagram Ads,0.05,35,163
Aug-22,Aug2022_3,35-44,Sponsored search ads,0.04,22,0
Aug-22,Aug2022_3,35-44,Email,0.02,12,0
Aug-22,Aug2022_3,35-44,Radio ads,0.03,10,0
Aug-22,Aug2022_3,35-44,Google banner ads,0.04,33,491
Aug-22,Aug2022_3,35-44,LinkedIn,0.04,30,327
Aug-22,Aug2022_3,35-44,TikTok ads,0.05,37,0
Aug-22,Aug2022_3,25-34,Newspaper ads,0.03,18,163
Aug-22,Aug2022_3,25-34,Influencer,0.05,28,163
Aug-22,Aug2022_3,25-34,TV ads,0.04,23,163
Aug-22,Aug2022_3,25-34,Facebook ads,0.05,24,163
Aug-22,Aug2022_3,25-34,Instagram Ads,0.05,15,0
Aug-22,Aug2022_3,25-34,Sponsored search ads,0.04,34,163
Aug-22,Aug2022_3,25-34,Email,0.03,20,163
Aug-22,Aug2022_3,25-34,Radio ads,0.03,16,163
Aug-22,Aug2022_3,25-34,Google banner ads,0.05,15,163
Aug-22,Aug2022_3,25-34,LinkedIn,0.04,28,327
Aug-22,Aug2022_3,25-34,TikTok ads,0.06,45,163
Aug-22,Aug2022_3,55-64,Newspaper ads,0.02,16,0
Aug-22,Aug2022_3,55-64,Influencer,0.03,13,163
Aug-22,Aug2022_3,55-64,TV ads,0.03,21,0
Aug-22,Aug2022_3,55-64,Facebook ads,0.04,31,163
Aug-22,Aug2022_3,55-64,Instagram Ads,0.03,10,0
Aug-22,Aug2022_3,55-64,Sponsored search ads,0.03,22,163
Aug-22,Aug2022_3,55-64,Email,0.02,13,163
Aug-22,Aug2022_3,55-64,Radio ads,0.02,19,0
Aug-22,Aug2022_3,55-64,Google banner ads,0.03,17,0
Aug-22,Aug2022_3,55-64,LinkedIn,0.03,18,163
Aug-22,Aug2022_3,55-64,TikTok ads,0.04,15,0
Aug-22,Aug2022_3,18-24,Newspaper ads,0.03,27,327
Aug-22,Aug2022_3,18-24,Influencer,0.05,17,0
Aug-22,Aug2022_3,18-24,TV ads,0.04,34,163
Aug-22,Aug2022_3,18-24,Facebook ads,0.06,36,327
Aug-22,Aug2022_3,18-24,Instagram Ads,0.05,35,163
Aug-22,Aug2022_3,18-24,Sponsored search ads,0.05,16,163
Aug-22,Aug2022_3,18-24,Email,0.03,23,327
Aug-22,Aug2022_3,18-24,Radio ads,0.04,23,163
Aug-22,Aug2022_3,18-24,Google banner ads,0.05,23,0
Aug-22,Aug2022_3,18-24,LinkedIn,0.05,35,0
Aug-22,Aug2022_3,18-24,TikTok ads,0.06,27,327
Aug-22,Aug2022_4,45-54,Google banner ads,0.38,248,2948
Aug-22,Aug2022_4,45-54,Facebook ads,0.45,186,1474
Aug-22,Aug2022_4,45-54,Email,0.22,145,2293
Aug-22,Aug2022_4,45-54,Radio ads,0.29,135,1638
Aug-22,Aug2022_4,45-54,TikTok ads,0.48,231,655
Aug-22,Aug2022_4,45-54,Instagram Ads,0.41,300,3276
Aug-22,Aug2022_4,45-54,Newspaper ads,0.25,147,1638
Aug-22,Aug2022_4,45-54,LinkedIn,0.35,276,3440
Aug-22,Aug2022_4,45-54,Influencer,0.41,321,1801
Aug-22,Aug2022_4,45-54,Sponsored search ads,0.35,260,1801
Aug-22,Aug2022_4,45-54,TV ads,0.32,94,163
Aug-22,Aug2022_4,65 and above,Google banner ads,0.31,219,1146
Aug-22,Aug2022_4,65 and above,Facebook ads,0.36,168,1801
Aug-22,Aug2022_4,65 and above,Email,0.18,129,1146
Aug-22,Aug2022_4,65 and above,Radio ads,0.23,161,2457
Aug-22,Aug2022_4,65 and above,TikTok ads,0.39,302,1474
Aug-22,Aug2022_4,65 and above,Instagram Ads,0.34,272,1474
Aug-22,Aug2022_4,65 and above,Newspaper ads,0.21,138,1965
Aug-22,Aug2022_4,65 and above,LinkedIn,0.29,184,2457
Aug-22,Aug2022_4,65 and above,Influencer,0.34,276,4259
Aug-22,Aug2022_4,65 and above,Sponsored search ads,0.29,149,2293
Aug-22,Aug2022_4,65 and above,TV ads,0.26,114,819
Aug-22,Aug2022_4,55-64,Google banner ads,0.35,250,3931
Aug-22,Aug2022_4,55-64,Facebook ads,0.41,128,1965
Aug-22,Aug2022_4,55-64,Email,0.2,173,2457
Aug-22,Aug2022_4,55-64,Radio ads,0.26,90,1146
Aug-22,Aug2022_4,55-64,TikTok ads,0.43,282,491
Aug-22,Aug2022_4,55-64,Instagram Ads,0.38,319,1146
Aug-22,Aug2022_4,55-64,Newspaper ads,0.23,118,163
Aug-22,Aug2022_4,55-64,LinkedIn,0.32,147,1310
Aug-22,Aug2022_4,55-64,Influencer,0.38,307,4914
Aug-22,Aug2022_4,55-64,Sponsored search ads,0.32,168,1310
Aug-22,Aug2022_4,55-64,TV ads,0.29,109,819
Aug-22,Aug2022_4,35-44,Google banner ads,0.45,371,1474
Aug-22,Aug2022_4,35-44,Facebook ads,0.53,230,3276
Aug-22,Aug2022_4,35-44,Email,0.26,169,982
Aug-22,Aug2022_4,35-44,Radio ads,0.34,254,819
Aug-22,Aug2022_4,35-44,TikTok ads,0.56,438,3931
Aug-22,Aug2022_4,35-44,Instagram Ads,0.49,351,3112
Aug-22,Aug2022_4,35-44,Newspaper ads,0.3,128,1310
Aug-22,Aug2022_4,35-44,LinkedIn,0.41,154,655
Aug-22,Aug2022_4,35-44,Influencer,0.49,293,2129
Aug-22,Aug2022_4,35-44,Sponsored search ads,0.41,294,2948
Aug-22,Aug2022_4,35-44,TV ads,0.38,189,1146
Aug-22,Aug2022_4,18-24,Google banner ads,0.52,421,819
Aug-22,Aug2022_4,18-24,Facebook ads,0.61,413,2948
Aug-22,Aug2022_4,18-24,Email,0.3,152,1638
Aug-22,Aug2022_4,18-24,Radio ads,0.39,301,3603
Aug-22,Aug2022_4,18-24,TikTok ads,0.65,435,3767
Aug-22,Aug2022_4,18-24,Instagram Ads,0.56,312,2620
Aug-22,Aug2022_4,18-24,Newspaper ads,0.35,128,1146
Aug-22,Aug2022_4,18-24,LinkedIn,0.48,222,2293
Aug-22,Aug2022_4,18-24,Influencer,0.56,333,5078
Aug-22,Aug2022_4,18-24,Sponsored search ads,0.48,255,2784
Aug-22,Aug2022_4,18-24,TV ads,0.43,271,3112
Aug-23,Aug2023_1,18-24,Newspaper ads,0.32,231,419
Aug-23,Aug2023_1,18-24,Instagram Ads,0.53,349,539
Aug-23,Aug2023_1,18-24,Influencer,0.53,350,928
Aug-23,Aug2023_1,18-24,LinkedIn,0.45,386,449
Aug-23,Aug2023_1,18-24,TikTok ads,0.61,358,359
Aug-23,Aug2023_1,55-64,Newspaper ads,0.22,117,269
Aug-23,Aug2023_1,55-64,Instagram Ads,0.35,193,239
Aug-23,Aug2023_1,55-64,Influencer,0.35,282,59
Aug-23,Aug2023_1,55-64,LinkedIn,0.3,239,179
Aug-23,Aug2023_1,55-64,TikTok ads,0.41,187,209
Aug-23,Aug2023_1,25-34,Newspaper ads,0.3,249,658
Aug-23,Aug2023_1,25-34,Instagram Ads,0.49,340,479
Aug-23,Aug2023_1,25-34,Influencer,0.49,298,539
Aug-23,Aug2023_1,25-34,LinkedIn,0.42,361,1048
Aug-23,Aug2023_1,25-34,TikTok ads,0.57,456,838
Aug-23,Aug2023_1,35-44,Newspaper ads,0.28,149,119
Aug-23,Aug2023_1,35-44,Instagram Ads,0.46,281,329
Aug-23,Aug2023_1,35-44,Influencer,0.46,156,239
Aug-23,Aug2023_1,35-44,LinkedIn,0.39,246,449
Aug-23,Aug2023_1,35-44,TikTok ads,0.53,180,269
Aug-23,Aug2023_1,65 and above,Newspaper ads,0.2,134,359
Aug-23,Aug2023_1,65 and above,Instagram Ads,0.32,99,209
Aug-23,Aug2023_1,65 and above,Influencer,0.32,106,59
Aug-23,Aug2023_1,65 and above,LinkedIn,0.27,107,119
Aug-23,Aug2023_1,65 and above,TikTok ads,0.37,289,748
Aug-23,Aug2023_1,45-54,Newspaper ads,0.24,124,179
Aug-23,Aug2023_1,45-54,Instagram Ads,0.39,165,239
Aug-23,Aug2023_1,45-54,Influencer,0.39,178,119
Aug-23,Aug2023_1,45-54,LinkedIn,0.33,128,299
Aug-23,Aug2023_1,45-54,TikTok ads,0.45,164,299
Aug-23,Aug2023_2,18-24,TV ads,0.74,537,1287
Aug-23,Aug2023_2,18-24,Influencer,0.96,511,1078
Aug-23,Aug2023_2,18-24,Radio ads,0.67,352,239
Aug-23,Aug2023_2,18-24,Google banner ads,0.89,473,838
Aug-23,Aug2023_2,18-24,Sponsored search ads,0.81,261,509
Aug-23,Aug2023_2,18-24,Facebook ads,1.04,765,1976
Aug-23,Aug2023_2,18-24,Email,0.52,185,29
Aug-23,Aug2023_2,45-54,TV ads,0.54,185,509
Aug-23,Aug2023_2,45-54,Influencer,0.71,531,1347
Aug-23,Aug2023_2,45-54,Radio ads,0.49,295,479
Aug-23,Aug2023_2,45-54,Google banner ads,0.65,309,778
Aug-23,Aug2023_2,45-54,Sponsored search ads,0.6,472,628
Aug-23,Aug2023_2,45-54,Facebook ads,0.76,374,838
Aug-23,Aug2023_2,45-54,Email,0.38,118,299
Aug-23,Aug2023_2,25-34,TV ads,0.69,388,568
Aug-23,Aug2023_2,25-34,Influencer,0.9,624,1257
Aug-23,Aug2023_2,25-34,Radio ads,0.62,283,778
Aug-23,Aug2023_2,25-34,Google banner ads,0.83,732,1227
Aug-23,Aug2023_2,25-34,Sponsored search ads,0.76,479,838
Aug-23,Aug2023_2,25-34,Facebook ads,0.97,566,1587
Aug-23,Aug2023_2,25-34,Email,0.48,214,119
Aug-23,Aug2023_2,35-44,TV ads,0.64,545,449
Aug-23,Aug2023_2,35-44,Influencer,0.83,619,509
Aug-23,Aug2023_2,35-44,Radio ads,0.58,501,1197
Aug-23,Aug2023_2,35-44,Google banner ads,0.77,649,1856
Aug-23,Aug2023_2,35-44,Sponsored search ads,0.71,245,359
Aug-23,Aug2023_2,35-44,Facebook ads,0.9,613,1497
Aug-23,Aug2023_2,35-44,Email,0.45,197,539
Aug-23,Aug2023_3,35-44,Google banner ads,0.51,435,988
Aug-23,Aug2023_3,35-44,Facebook ads,0.6,338,509
Aug-23,Aug2023_3,35-44,TV ads,0.43,379,479
Aug-23,Aug2023_3,35-44,TikTok ads,0.64,225,389
Aug-23,Aug2023_3,35-44,Instagram Ads,0.56,456,838
Aug-23,Aug2023_3,35-44,Influencer,0.56,426,179
Aug-23,Aug2023_3,25-34,Google banner ads,0.55,384,179
Aug-23,Aug2023_3,25-34,Facebook ads,0.64,403,658
Aug-23,Aug2023_3,25-34,TV ads,0.46,394,239
Aug-23,Aug2023_3,25-34,TikTok ads,0.69,208,119
Aug-23,Aug2023_3,25-34,Instagram Ads,0.6,238,209
Aug-23,Aug2023_3,25-34,Influencer,0.6,466,598
Aug-23,Aug2023_3,18-24,Google banner ads,0.59,470,479
Aug-23,Aug2023_3,18-24,Facebook ads,0.69,557,149
Aug-23,Aug2023_3,18-24,TV ads,0.49,419,958
Aug-23,Aug2023_3,18-24,TikTok ads,0.74,400,718
Aug-23,Aug2023_3,18-24,Instagram Ads,0.64,544,988
Aug-23,Aug2023_3,18-24,Influencer,0.64,277,509
Aug-23,Aug2023_3,55-64,Google banner ads,0.39,320,928
Aug-23,Aug2023_3,55-64,Facebook ads,0.46,295,209
Aug-23,Aug2023_3,55-64,TV ads,0.33,247,718
Aug-23,Aug2023_3,55-64,TikTok ads,0.49,284,359
Aug-23,Aug2023_3,55-64,Instagram Ads,0.43,266,179
Aug-23,Aug2023_3,55-64,Influencer,0.43,372,928
Aug-23,Aug2023_3,65 and above,Google banner ads,0.36,129,359
Aug-23,Aug2023_3,65 and above,Facebook ads,0.41,354,389
Aug-23,Aug2023_3,65 and above,TV ads,0.29,196,89
Aug-23,Aug2023_3,65 and above,TikTok ads,0.44,153,239
Aug-23,Aug2023_3,65 and above,Instagram Ads,0.38,125,329
Aug-23,Aug2023_3,65 and above,Influencer,0.38,325,149
Aug-23,Aug2023_4,18-24,Facebook ads,0.72,399,838
Aug-23,Aug2023_4,18-24,TV ads,0.51,246,119
Aug-23,Aug2023_4,18-24,TikTok ads,0.77,318,209
Aug-23,Aug2023_4,25-34,Facebook ads,0.67,450,209
Aug-23,Aug2023_4,25-34,TV ads,0.48,393,179
Aug-23,Aug2023_4,25-34,TikTok ads,0.72,468,1287
Aug-23,Aug2023_4,35-44,Facebook ads,0.62,207,269
Aug-23,Aug2023_4,35-44,TV ads,0.44,218,239
Aug-23,Aug2023_4,35-44,TikTok ads,0.67,435,419
Aug-23,Aug2023_4,65 and above,Facebook ads,0.43,134,359
Aug-23,Aug2023_4,65 and above,TV ads,0.31,228,149
Aug-23,Aug2023_4,65 and above,TikTok ads,0.46,261,119
Aug-23,Aug2023_4,55-64,Facebook ads,0.48,150,59
Aug-23,Aug2023_4,55-64,TV ads,0.34,254,359
Aug-23,Aug2023_4,55-64,TikTok ads,0.51,409,449
Aug-23,Aug2023_4,45-54,Facebook ads,0.53,398,179
Aug-23,Aug2023_4,45-54,TV ads,0.38,253,299
Aug-23,Aug2023_4,45-54,TikTok ads,0.56,260,628
Aug-23,Aug2023_5,45-54,Instagram Ads,0.19,70,89
Aug-23,Aug2023_5,45-54,TikTok ads,0.21,168,359
Aug-23,Aug2023_5,45-54,Newspaper ads,0.11,100,29
Aug-23,Aug2023_5,45-54,Radio ads,0.13,67,29
Aug-23,Aug2023_5,55-64,Instagram Ads,0.17,53,29
Aug-23,Aug2023_5,55-64,TikTok ads,0.2,86,119
Aug-23,Aug2023_5,55-64,Newspaper ads,0.1,39,59
Aug-23,Aug2023_5,55-64,Radio ads,0.12,98,209
Aug-23,Aug2023_5,65 and above,Instagram Ads,0.15,121,269
Aug-23,Aug2023_5,65 and above,TikTok ads,0.18,92,179
Aug-23,Aug2023_5,65 and above,Newspaper ads,0.09,69,29
Aug-23,Aug2023_5,65 and above,Radio ads,0.11,85,119
Dec-15,Dec2015_1,55-64,Newspaper ads,0.02,5,0
Dec-15,Dec2015_1,55-64,Influencer,0.03,21,19
Dec-15,Dec2015_1,55-64,Instagram Ads,0.03,21,19
Dec-15,Dec2015_1,55-64,TikTok ads,0.03,26,0
Dec-15,Dec2015_1,55-64,Radio ads,0.02,8,0
Dec-15,Dec2015_1,55-64,Email,0.02,12,0
Dec-15,Dec2015_1,55-64,Facebook ads,0.03,17,0
Dec-15,Dec2015_1,55-64,Sponsored search ads,0.03,13,0
Dec-15,Dec2015_1,55-64,Google banner ads,0.03,19,0
Dec-15,Dec2015_1,55-64,LinkedIn,0.03,11,0
Dec-15,Dec2015_1,18-24,Newspaper ads,0.03,8,0
Dec-15,Dec2015_1,18-24,Influencer,0.04,21,19
Dec-15,Dec2015_1,18-24,Instagram Ads,0.04,30,0
Dec-15,Dec2015_1,18-24,TikTok ads,0.05,28,39
Dec-15,Dec2015_1,18-24,Radio ads,0.03,16,0
Dec-15,Dec2015_1,18-24,Email,0.02,13,0
Dec-15,Dec2015_1,18-24,Facebook ads,0.05,16,0
Dec-15,Dec2015_1,18-24,Sponsored search ads,0.04,14,19
Dec-15,Dec2015_1,18-24,Google banner ads,0.04,17,19
Dec-15,Dec2015_1,18-24,LinkedIn,0.04,27,19
Dec-15,Dec2015_1,25-34,Newspaper ads,0.03,17,0
Dec-15,Dec2015_1,25-34,Influencer,0.04,24,39
Dec-15,Dec2015_1,25-34,Instagram Ads,0.04,12,0
Dec-15,Dec2015_1,25-34,TikTok ads,0.05,14,0
Dec-15,Dec2015_1,25-34,Radio ads,0.03,9,0
Dec-15,Dec2015_1,25-34,Email,0.02,15,0
Dec-15,Dec2015_1,25-34,Facebook ads,0.04,31,0
Dec-15,Dec2015_1,25-34,Sponsored search ads,0.04,12,0
Dec-15,Dec2015_1,25-34,Google banner ads,0.04,27,39
Dec-15,Dec2015_1,25-34,LinkedIn,0.04,14,0
Dec-15,Dec2015_1,65 and above,Newspaper ads,0.02,12,0
Dec-15,Dec2015_1,65 and above,Influencer,0.03,9,0
Dec-15,Dec2015_1,65 and above,Instagram Ads,0.03,20,0
Dec-15,Dec2015_1,65 and above,TikTok ads,0.03,10,0
Dec-15,Dec2015_1,65 and above,Radio ads,0.02,11,0
Dec-15,Dec2015_1,65 and above,Email,0.01,10,0
Dec-15,Dec2015_1,65 and above,Facebook ads,0.03,17,0
Dec-15,Dec2015_1,65 and above,Sponsored search ads,0.02,18,0
Dec-15,Dec2015_1,65 and above,Google banner ads,0.03,13,19
Dec-15,Dec2015_1,65 and above,LinkedIn,0.02,17,0
Dec-15,Dec2015_2,35-44,Newspaper ads,0.17,112,78
Dec-15,Dec2015_2,35-44,Radio ads,0.2,58,19
Dec-15,Dec2015_2,35-44,LinkedIn,0.24,153,78
Dec-15,Dec2015_2,35-44,Sponsored search ads,0.24,150,138
Dec-15,Dec2015_2,35-44,Google banner ads,0.26,172,177
Dec-15,Dec2015_2,35-44,TV ads,0.22,97,39
Dec-15,Dec2015_2,35-44,TikTok ads,0.33,152,197
Dec-15,Dec2015_2,65 and above,Newspaper ads,0.12,82,39
Dec-15,Dec2015_2,65 and above,Radio ads,0.13,87,39
Dec-15,Dec2015_2,65 and above,LinkedIn,0.17,66,59
Dec-15,Dec2015_2,65 and above,Sponsored search ads,0.17,72,98
Dec-15,Dec2015_2,65 and above,Google banner ads,0.18,146,59
Dec-15,Dec2015_2,65 and above,TV ads,0.15,89,157
Dec-15,Dec2015_2,65 and above,TikTok ads,0.22,84,59
Dec-15,Dec2015_2,18-24,Newspaper ads,0.2,69,78
Dec-15,Dec2015_2,18-24,Radio ads,0.22,146,197
Dec-15,Dec2015_2,18-24,LinkedIn,0.27,159,236
Dec-15,Dec2015_2,18-24,Sponsored search ads,0.27,82,138
Dec-15,Dec2015_2,18-24,Google banner ads,0.3,120,39
Dec-15,Dec2015_2,18-24,TV ads,0.25,200,315
Dec-15,Dec2015_2,18-24,TikTok ads,0.38,264,98
Dec-15,Dec2015_2,45-54,Newspaper ads,0.15,106,118
Dec-15,Dec2015_2,45-54,Radio ads,0.17,113,216
Dec-15,Dec2015_2,45-54,LinkedIn,0.2,78,78
Dec-15,Dec2015_2,45-54,Sponsored search ads,0.2,140,118
Dec-15,Dec2015_2,45-54,Google banner ads,0.22,68,19
Dec-15,Dec2015_2,45-54,TV ads,0.18,112,59
Dec-15,Dec2015_2,45-54,TikTok ads,0.27,97,59
Dec-15,Dec2015_2,55-64,Newspaper ads,0.13,52,0
Dec-15,Dec2015_2,55-64,Radio ads,0.15,54,78
Dec-15,Dec2015_2,55-64,LinkedIn,0.18,52,78
Dec-15,Dec2015_2,55-64,Sponsored search ads,0.18,128,138
Dec-15,Dec2015_2,55-64,Google banner ads,0.2,78,118
Dec-15,Dec2015_2,55-64,TV ads,0.17,90,39
Dec-15,Dec2015_2,55-64,TikTok ads,0.25,129,59
Dec-15,Dec2015_2,25-34,Newspaper ads,0.19,91,78
Dec-15,Dec2015_2,25-34,Radio ads,0.21,100,118
Dec-15,Dec2015_2,25-34,LinkedIn,0.26,205,157
Dec-15,Dec2015_2,25-34,Sponsored search ads,0.26,122,177
Dec-15,Dec2015_2,25-34,Google banner ads,0.28,160,138
Dec-15,Dec2015_2,25-34,TV ads,0.23,170,295
Dec-15,Dec2015_2,25-34,TikTok ads,0.35,212,98
Dec-15,Dec2015_3,55-64,Sponsored search ads,0.75,361,512
Dec-15,Dec2015_3,55-64,LinkedIn,0.75,460,572
Dec-15,Dec2015_3,55-64,Influencer,0.88,306,394
Dec-15,Dec2015_3,55-64,Facebook ads,0.95,740,256
Dec-15,Dec2015_3,25-34,Sponsored search ads,1.04,487,532
Dec-15,Dec2015_3,25-34,LinkedIn,1.04,689,236
Dec-15,Dec2015_3,25-34,Influencer,1.23,943,236
Dec-15,Dec2015_3,25-34,Facebook ads,1.33,1004,236
Dec-15,Dec2015_3,45-54,Sponsored search ads,0.82,298,473
Dec-15,Dec2015_3,45-54,LinkedIn,0.82,621,1203
Dec-15,Dec2015_3,45-54,Influencer,0.97,332,374
Dec-15,Dec2015_3,45-54,Facebook ads,1.04,335,157
Dec-15,Dec2015_4,65 and above,Sponsored search ads,2.23,1314,650
Dec-15,Dec2015_4,65 and above,LinkedIn,2.23,856,1459
Dec-15,Dec2015_4,65 and above,TV ads,2.02,751,197
Dec-15,Dec2015_4,25-34,Sponsored search ads,3.46,1435,1735
Dec-15,Dec2015_4,25-34,LinkedIn,3.46,977,1893
Dec-15,Dec2015_4,25-34,TV ads,3.15,1279,789
Dec-15,Dec2015_4,35-44,Sponsored search ads,3.21,2216,1400
Dec-15,Dec2015_4,35-44,LinkedIn,3.21,1603,1854
Dec-15,Dec2015_4,35-44,TV ads,2.92,848,1420
